datetime,EventId
2017-05-16 01:45:37,[1]
2017-05-16 01:45:38,"[2, 1]"
2017-05-16 01:45:39,"[1, 1]"
2017-05-16 01:45:41,"[1, 1]"
2017-05-16 01:45:42,"[1, 1]"
2017-05-16 01:45:44,"[1, 1]"
2017-05-16 01:45:45,"[1, 1]"
2017-05-16 01:45:47,"[1, 1]"
2017-05-16 01:45:48,[1]
2017-05-16 01:45:49,"[1, 2]"
2017-05-16 01:45:50,"[2, 3, 4, 5, 1, 6, 1]"
2017-05-16 01:45:51,[1]
2017-05-16 01:45:52,"[1, 11, 12, 13, 14]"
2017-05-16 01:45:53,"[1, 1]"
2017-05-16 01:45:55,"[1, 4, 5, 6, 1]"
2017-05-16 01:45:56,"[1, 1]"
2017-05-16 01:45:57,"[7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 01:45:58,"[1, 1]"
2017-05-16 01:46:00,"[4, 5, 6]"
2017-05-16 01:46:03,[1]
2017-05-16 01:46:04,"[1, 1, 1, 1, 1, 332]"
2017-05-16 01:46:05,"[8, 1, 1, 4, 5, 6, 15, 16, 9]"
2017-05-16 01:46:06,"[1, 10]"
2017-05-16 01:46:07,[1]
2017-05-16 01:46:08,"[17, 1]"
2017-05-16 01:46:10,"[6, 6, 6]"
2017-05-16 01:46:18,"[1, 1, 18, 334, 20, 335, 22, 335, 22, 334, 1, 1, 334]"
2017-05-16 01:46:19,[1]
2017-05-16 01:46:20,"[2, 1]"
2017-05-16 01:46:21,"[1, 1]"
2017-05-16 01:46:22,[1]
2017-05-16 01:46:23,[1]
2017-05-16 01:46:24,"[1, 1]"
2017-05-16 01:46:26,"[1, 1]"
2017-05-16 01:46:27,"[1, 1]"
2017-05-16 01:46:29,"[1, 1]"
2017-05-16 01:46:30,"[4, 5, 6, 1]"
2017-05-16 01:46:31,"[1, 2, 2, 3]"
2017-05-16 01:46:32,"[1, 1]"
2017-05-16 01:46:34,"[1, 1]"
2017-05-16 01:46:35,"[4, 5, 1, 6, 1]"
2017-05-16 01:46:37,"[1, 1]"
2017-05-16 01:46:38,"[1, 7, 1, 2, 8, 9, 1, 3, 2, 10]"
2017-05-16 01:46:40,"[1, 1, 4, 5, 6]"
2017-05-16 01:46:44,[23]
2017-05-16 01:46:45,"[4, 5, 1, 6, 1, 1, 1, 1]"
2017-05-16 01:46:46,"[1, 1, 1, 1, 1, 334, 1, 8, 1]"
2017-05-16 01:46:47,"[15, 16, 9]"
2017-05-16 01:46:48,"[1, 10]"
2017-05-16 01:46:49,[1]
2017-05-16 01:46:50,"[6, 6, 27, 17, 1]"
2017-05-16 01:46:54,"[11, 12, 13, 14]"
2017-05-16 01:46:55,"[6, 6, 6]"
2017-05-16 01:46:59,"[1, 1]"
2017-05-16 01:47:00,"[18, 336, 20, 337, 22, 337, 22, 336, 1, 1, 336]"
2017-05-16 01:47:01,"[1, 1]"
2017-05-16 01:47:02,[2]
2017-05-16 01:47:03,"[1, 1]"
2017-05-16 01:47:04,"[1, 1]"
2017-05-16 01:47:06,"[1, 1]"
2017-05-16 01:47:07,[1]
2017-05-16 01:47:08,[1]
2017-05-16 01:47:09,"[1, 1]"
2017-05-16 01:47:10,[1]
2017-05-16 01:47:11,[1]
2017-05-16 01:47:12,"[1, 1]"
2017-05-16 01:47:13,"[2, 2, 3]"
2017-05-16 01:47:14,"[1, 1]"
2017-05-16 01:47:15,"[4, 5, 6, 1]"
2017-05-16 01:47:16,[1]
2017-05-16 01:47:17,"[1, 1]"
2017-05-16 01:47:18,[1]
2017-05-16 01:47:19,[1]
2017-05-16 01:47:20,"[4, 5, 7, 1, 2, 8, 9, 6, 1, 3, 2, 10, 1]"
2017-05-16 01:47:21,[1]
2017-05-16 01:47:22,[1]
2017-05-16 01:47:25,"[4, 5, 6]"
2017-05-16 01:47:26,"[1, 1]"
2017-05-16 01:47:27,"[1, 1, 1, 1, 1]"
2017-05-16 01:47:28,"[1, 1, 1, 1, 1, 336, 1, 1, 8, 1]"
2017-05-16 01:47:29,"[15, 16, 9, 1, 10]"
2017-05-16 01:47:30,"[6, 6, 27]"
2017-05-16 01:47:31,[1]
2017-05-16 01:47:32,"[17, 1]"
2017-05-16 01:47:35,"[6, 6, 6]"
2017-05-16 01:47:41,"[1, 1, 18, 338, 20, 339, 22, 339, 22, 338, 1]"
2017-05-16 01:47:42,"[1, 338]"
2017-05-16 01:47:43,"[1, 1, 2]"
2017-05-16 01:47:44,[1]
2017-05-16 01:47:45,[1]
2017-05-16 01:47:46,"[1, 1]"
2017-05-16 01:47:48,"[1, 1]"
2017-05-16 01:47:49,"[1, 1]"
2017-05-16 01:47:51,"[1, 1]"
2017-05-16 01:47:52,[1]
2017-05-16 01:47:53,[1]
2017-05-16 01:47:54,"[1, 1]"
2017-05-16 01:47:55,"[4, 5, 6, 2, 2, 3, 1]"
2017-05-16 01:47:56,"[1, 11, 12, 13, 14]"
2017-05-16 01:47:57,"[1, 1]"
2017-05-16 01:47:59,"[1, 1]"
2017-05-16 01:48:00,"[4, 5, 6, 1, 1]"
2017-05-16 01:48:01,"[7, 1, 2, 8, 9, 10, 2]"
2017-05-16 01:48:02,"[1, 1]"
2017-05-16 01:48:05,"[4, 5, 6]"
2017-05-16 01:48:08,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 338, 8, 1]"
2017-05-16 01:48:09,"[1, 15, 16, 9]"
2017-05-16 01:48:10,"[4, 5, 10, 6, 1]"
2017-05-16 01:48:11,[1]
2017-05-16 01:48:12,"[17, 1]"
2017-05-16 01:48:15,"[6, 6, 27]"
2017-05-16 01:48:20,"[6, 6, 6]"
2017-05-16 01:48:21,[1]
2017-05-16 01:48:22,"[1, 18, 340, 20, 341, 22, 341, 22, 340, 1, 1, 340]"
2017-05-16 01:48:23,"[1, 1]"
2017-05-16 01:48:24,[2]
2017-05-16 01:48:25,"[1, 1]"
2017-05-16 01:48:26,[1]
2017-05-16 01:48:27,[1]
2017-05-16 01:48:28,"[1, 1]"
2017-05-16 01:48:29,[1]
2017-05-16 01:48:30,[1]
2017-05-16 01:48:31,"[1, 1]"
2017-05-16 01:48:33,"[1, 1]"
2017-05-16 01:48:34,"[1, 1]"
2017-05-16 01:48:35,"[4, 5, 6]"
2017-05-16 01:48:36,"[2, 1, 2, 3, 1]"
2017-05-16 01:48:37,[1]
2017-05-16 01:48:38,[1]
2017-05-16 01:48:39,"[1, 1]"
2017-05-16 01:48:40,"[4, 5, 6, 1]"
2017-05-16 01:48:41,[1]
2017-05-16 01:48:42,"[1, 1]"
2017-05-16 01:48:43,"[7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 01:48:44,"[1, 1, 23]"
2017-05-16 01:48:45,"[4, 5, 6]"
2017-05-16 01:48:49,"[1, 1, 1]"
2017-05-16 01:48:50,"[1, 1, 1, 1, 1, 1, 4, 5, 1, 340, 6, 1, 1, 8]"
2017-05-16 01:48:51,"[15, 16, 9]"
2017-05-16 01:48:52,"[1, 10]"
2017-05-16 01:48:53,[1]
2017-05-16 01:48:54,"[17, 1]"
2017-05-16 01:48:55,"[6, 6, 27]"
2017-05-16 01:48:58,"[11, 12, 13, 14]"
2017-05-16 01:49:00,"[6, 6, 6]"
2017-05-16 01:49:03,"[1, 1, 18, 342, 20, 343]"
2017-05-16 01:49:04,"[22, 343, 22, 342, 1, 1, 342]"
2017-05-16 01:49:05,"[1, 1, 2]"
2017-05-16 01:49:07,"[1, 1]"
2017-05-16 01:49:08,"[1, 1]"
2017-05-16 01:49:10,"[1, 1]"
2017-05-16 01:49:11,[1]
2017-05-16 01:49:12,[1]
2017-05-16 01:49:13,"[1, 1]"
2017-05-16 01:49:14,[1]
2017-05-16 01:49:15,"[1, 4, 5, 6]"
2017-05-16 01:49:16,"[1, 1]"
2017-05-16 01:49:17,"[2, 2, 3]"
2017-05-16 01:49:18,"[1, 1]"
2017-05-16 01:49:19,"[1, 1]"
2017-05-16 01:49:20,"[4, 5, 6]"
2017-05-16 01:49:21,"[1, 1]"
2017-05-16 01:49:22,[1]
2017-05-16 01:49:23,[1]
2017-05-16 01:49:24,"[1, 7, 1, 2, 8, 9, 3, 2, 10, 1]"
2017-05-16 01:49:25,"[4, 5, 6, 1]"
2017-05-16 01:49:26,[1]
2017-05-16 01:49:30,"[4, 5, 6]"
2017-05-16 01:49:31,"[1, 1, 1, 1, 1, 1]"
2017-05-16 01:49:32,"[1, 1, 342, 1, 8, 1]"
2017-05-16 01:49:33,"[15, 16, 9, 1, 10]"
2017-05-16 01:49:34,[1]
2017-05-16 01:49:35,"[6, 6, 27, 17, 1]"
2017-05-16 01:49:40,"[6, 6, 6]"
2017-05-16 01:49:45,"[1, 1, 18, 344, 20, 345, 22, 345, 22, 344, 1]"
2017-05-16 01:49:46,"[1, 344]"
2017-05-16 01:49:47,"[1, 2, 1]"
2017-05-16 01:49:49,"[1, 1]"
2017-05-16 01:49:50,"[1, 1]"
2017-05-16 01:49:52,"[1, 1]"
2017-05-16 01:49:53,"[1, 1]"
2017-05-16 01:49:55,"[1, 1]"
2017-05-16 01:49:56,[1]
2017-05-16 01:49:57,[1]
2017-05-16 01:49:58,"[11, 1, 1, 12, 13, 14]"
2017-05-16 01:49:59,"[2, 2, 3, 1]"
2017-05-16 01:50:00,"[1, 4, 5, 6]"
2017-05-16 01:50:01,"[1, 1]"
2017-05-16 01:50:03,"[1, 1]"
2017-05-16 01:50:04,"[1, 1]"
2017-05-16 01:50:05,"[4, 5, 6, 7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 01:50:06,"[1, 1]"
2017-05-16 01:50:10,"[4, 5, 6]"
2017-05-16 01:50:11,[1]
2017-05-16 01:50:12,"[1, 1, 1, 1, 344, 8, 1, 1]"
2017-05-16 01:50:13,"[15, 16, 9]"
2017-05-16 01:50:14,"[1, 10]"
2017-05-16 01:50:15,"[1, 6, 6, 6]"
2017-05-16 01:50:16,"[17, 1]"
2017-05-16 01:50:25,[1]
2017-05-16 01:50:26,"[1, 18, 346, 20, 347, 22, 347, 22, 346, 1, 1, 346]"
2017-05-16 01:50:27,"[1, 2, 1]"
2017-05-16 01:50:29,"[1, 1]"
2017-05-16 01:50:30,[1]
2017-05-16 01:50:31,[1]
2017-05-16 01:50:32,"[1, 1]"
2017-05-16 01:50:33,[1]
2017-05-16 01:50:34,[1]
2017-05-16 01:50:35,"[1, 1]"
2017-05-16 01:50:37,"[1, 1]"
2017-05-16 01:50:38,"[1, 1]"
2017-05-16 01:50:39,"[2, 2, 3]"
2017-05-16 01:50:40,"[1, 4, 5, 1, 6]"
2017-05-16 01:50:41,[1]
2017-05-16 01:50:42,[1]
2017-05-16 01:50:43,"[1, 1]"
2017-05-16 01:50:44,[1]
2017-05-16 01:50:45,"[1, 38, 4, 5, 6]"
2017-05-16 01:50:46,"[1, 1]"
2017-05-16 01:50:47,"[7, 1, 2, 8, 9, 3, 2, 10, 1]"
2017-05-16 01:50:48,[1]
2017-05-16 01:50:50,"[4, 5, 6]"
2017-05-16 01:50:53,"[1, 1, 1]"
2017-05-16 01:50:54,"[1, 1, 1, 1, 1, 346, 8, 1, 1]"
2017-05-16 01:50:55,"[4, 5, 6, 15, 16, 9, 1]"
2017-05-16 01:50:56,[10]
2017-05-16 01:50:57,[1]
2017-05-16 01:50:58,"[17, 1]"
2017-05-16 01:50:59,"[11, 12, 13, 14]"
2017-05-16 01:51:00,"[6, 6, 27]"
2017-05-16 01:51:05,"[6, 6, 6]"
2017-05-16 01:51:07,"[1, 1]"
2017-05-16 01:51:08,"[1, 18, 348, 20, 349, 22, 349, 22, 348, 1, 348]"
2017-05-16 01:51:09,"[1, 1, 2]"
2017-05-16 01:51:11,"[1, 1]"
2017-05-16 01:51:12,"[1, 1]"
2017-05-16 01:51:14,"[1, 1]"
2017-05-16 01:51:15,"[1, 1]"
2017-05-16 01:51:16,[54]
2017-05-16 01:51:17,"[1, 1]"
2017-05-16 01:51:18,"[1, 1]"
2017-05-16 01:51:20,"[4, 5, 1, 6, 1]"
2017-05-16 01:51:21,"[1, 2]"
2017-05-16 01:51:22,"[2, 3, 1]"
2017-05-16 01:51:23,"[1, 1]"
2017-05-16 01:51:25,"[4, 5, 1, 6, 1]"
2017-05-16 01:51:26,"[1, 1]"
2017-05-16 01:51:28,"[1, 7, 1, 2, 1, 8, 9, 3, 2, 10, 3]"
2017-05-16 01:51:29,[1]
2017-05-16 01:51:30,"[1, 4, 5, 6]"
2017-05-16 01:51:34,[1]
2017-05-16 01:51:35,"[1, 4, 5, 1, 6, 1]"
2017-05-16 01:51:36,"[1, 348, 1, 8, 1]"
2017-05-16 01:51:37,"[15, 16, 9, 1, 10]"
2017-05-16 01:51:38,[1]
2017-05-16 01:51:39,"[17, 1]"
2017-05-16 01:51:40,"[6, 6, 6]"
2017-05-16 01:51:49,"[1, 1, 18, 350, 20, 351, 22, 351, 22, 350, 1]"
2017-05-16 01:51:50,"[1, 350]"
2017-05-16 01:51:51,"[1, 1, 2]"
2017-05-16 01:51:52,[1]
2017-05-16 01:51:53,[1]
2017-05-16 01:51:54,"[1, 1]"
2017-05-16 01:51:55,[1]
2017-05-16 01:51:56,[1]
2017-05-16 01:51:57,"[1, 1]"
2017-05-16 01:51:59,"[1, 1]"
2017-05-16 01:52:00,"[11, 1, 12, 13, 14, 4, 5, 1, 6]"
2017-05-16 01:52:02,"[1, 1, 2]"
2017-05-16 01:52:03,"[2, 3, 1]"
2017-05-16 01:52:04,[1]
2017-05-16 01:52:05,"[4, 5, 1, 6, 1]"
2017-05-16 01:52:07,"[1, 1]"
2017-05-16 01:52:08,"[1, 1]"
2017-05-16 01:52:09,"[7, 1, 2, 8, 9]"
2017-05-16 01:52:10,"[1, 3, 2, 10, 1, 4, 5, 6]"
2017-05-16 01:52:11,"[1, 1]"
2017-05-16 01:52:15,"[4, 5, 6]"
2017-05-16 01:52:16,"[1, 1, 1, 1, 1, 1]"
2017-05-16 01:52:17,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
2017-05-16 01:52:18,"[1, 1, 350, 1, 8, 1, 1]"
2017-05-16 01:52:19,"[15, 16, 9, 1, 10]"
2017-05-16 01:52:20,"[6, 6, 27, 1]"
2017-05-16 01:52:21,"[17, 1]"
2017-05-16 01:52:25,"[6, 6, 6]"
2017-05-16 01:52:31,"[1, 1, 18, 352, 20, 353, 22, 353, 22, 352, 1, 1]"
2017-05-16 01:52:32,[352]
2017-05-16 01:52:33,"[1, 2, 1]"
2017-05-16 01:52:34,"[1, 1]"
2017-05-16 01:52:36,"[1, 1]"
2017-05-16 01:52:37,[1]
2017-05-16 01:52:38,[1]
2017-05-16 01:52:39,"[1, 1]"
2017-05-16 01:52:40,[1]
2017-05-16 01:52:41,[1]
2017-05-16 01:52:42,"[1, 1]"
2017-05-16 01:52:44,"[1, 1]"
2017-05-16 01:52:45,"[4, 5, 6, 1, 1]"
2017-05-16 01:52:46,"[2, 2, 3]"
2017-05-16 01:52:47,"[1, 1]"
2017-05-16 01:52:48,"[1, 1]"
2017-05-16 01:52:50,"[1, 38, 4, 5, 6, 1]"
2017-05-16 01:52:51,[1]
2017-05-16 01:52:52,[1]
2017-05-16 01:52:53,"[7, 1, 2, 8, 9, 3, 2, 10, 1, 1]"
2017-05-16 01:52:54,[1]
2017-05-16 01:52:55,"[4, 5, 1, 6]"
2017-05-16 01:52:59,[1]
2017-05-16 01:53:00,"[1, 1, 1, 1, 4, 5, 6, 1, 1, 1, 1, 1, 1]"
2017-05-16 01:53:01,"[1, 1, 1, 1, 352, 1, 8, 1, 1]"
2017-05-16 01:53:02,"[11, 15, 16, 9, 12, 13, 14]"
2017-05-16 01:53:03,"[1, 10]"
2017-05-16 01:53:04,[1]
2017-05-16 01:53:05,"[17, 1, 6, 6, 27]"
2017-05-16 01:53:10,"[6, 6, 6]"
2017-05-16 01:53:14,"[1, 1, 18, 354, 20, 355, 22, 355, 22, 354, 1]"
2017-05-16 01:53:15,"[1, 354]"
2017-05-16 01:53:16,"[1, 1, 2]"
2017-05-16 01:53:18,"[1, 1]"
2017-05-16 01:53:19,"[1, 1]"
2017-05-16 01:53:21,"[1, 1]"
2017-05-16 01:53:22,[1]
2017-05-16 01:53:23,[1]
2017-05-16 01:53:24,"[1, 1]"
2017-05-16 01:53:25,[1]
2017-05-16 01:53:26,[1]
2017-05-16 01:53:27,"[1, 1]"
2017-05-16 01:53:28,"[2, 2, 3, 1]"
2017-05-16 01:53:29,[1]
2017-05-16 01:53:30,"[4, 5, 1, 6, 1]"
2017-05-16 01:53:32,"[1, 1]"
2017-05-16 01:53:33,[1]
2017-05-16 01:53:34,"[1, 7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 01:53:35,"[4, 5, 6, 1, 1]"
2017-05-16 01:53:40,"[4, 5, 6]"
2017-05-16 01:53:41,"[1, 1, 1, 1, 1, 1, 1, 1, 354]"
2017-05-16 01:53:42,"[1, 8, 1, 15, 16, 9]"
2017-05-16 01:53:43,"[1, 10]"
2017-05-16 01:53:44,[1]
2017-05-16 01:53:45,"[6, 6, 6, 17, 1]"
2017-05-16 01:53:55,"[1, 1, 18, 356, 20, 357, 22, 357, 22, 356, 1, 1]"
2017-05-16 01:53:56,[356]
2017-05-16 01:53:57,"[1, 2, 1]"
2017-05-16 01:53:58,"[1, 1]"
2017-05-16 01:54:00,"[1, 1]"
2017-05-16 01:54:01,"[1, 1]"
2017-05-16 01:54:02,"[11, 12, 13, 14]"
2017-05-16 01:54:03,"[1, 1]"
2017-05-16 01:54:04,[1]
2017-05-16 01:54:05,[1]
2017-05-16 01:54:06,"[1, 1]"
2017-05-16 01:54:07,[1]
2017-05-16 01:54:08,"[1, 2]"
2017-05-16 01:54:09,"[2, 3, 1, 1]"
2017-05-16 01:54:10,"[4, 5, 6, 1]"
2017-05-16 01:54:11,[1]
2017-05-16 01:54:12,"[1, 1]"
2017-05-16 01:54:14,"[1, 1]"
2017-05-16 01:54:15,"[4, 5, 6, 1, 1]"
2017-05-16 01:54:16,"[7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 01:54:17,"[1, 1]"
2017-05-16 01:54:20,"[4, 5, 6]"
2017-05-16 01:54:22,"[1, 1, 1, 1]"
2017-05-16 01:54:23,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 356, 1]"
2017-05-16 01:54:24,"[8, 1, 15, 16, 9]"
2017-05-16 01:54:25,"[1, 4, 5, 10, 6]"
2017-05-16 01:54:26,[1]
2017-05-16 01:54:27,"[17, 1]"
2017-05-16 01:54:30,"[6, 6, 27]"
2017-05-16 01:54:35,"[6, 6, 6]"
2017-05-16 01:54:36,[1]
2017-05-16 01:54:37,"[1, 18, 358, 20, 359, 22, 359, 22, 358, 1, 1, 358]"
2017-05-16 01:54:38,[1]
2017-05-16 01:54:39,"[1, 2]"
2017-05-16 01:54:40,"[1, 1]"
2017-05-16 01:54:41,[1]
2017-05-16 01:54:42,[1]
2017-05-16 01:54:43,"[1, 1]"
2017-05-16 01:54:44,[1]
2017-05-16 01:54:45,[1]
2017-05-16 01:54:46,"[1, 1]"
2017-05-16 01:54:47,[1]
2017-05-16 01:54:48,[1]
2017-05-16 01:54:49,"[1, 1]"
2017-05-16 01:54:50,"[4, 5, 6]"
2017-05-16 01:54:51,"[1, 2, 1, 2, 3]"
2017-05-16 01:54:52,[1]
2017-05-16 01:54:53,[1]
2017-05-16 01:54:54,"[1, 38, 1]"
2017-05-16 01:54:55,"[4, 5, 6, 1]"
2017-05-16 01:54:56,[1]
2017-05-16 01:54:57,"[7, 1, 2, 8, 9, 1, 10, 2, 1]"
2017-05-16 01:54:58,[1]
2017-05-16 01:54:59,"[1, 1]"
2017-05-16 01:55:00,"[4, 5, 6]"
2017-05-16 01:55:03,"[11, 1, 12, 13, 14]"
2017-05-16 01:55:04,"[1, 1, 1]"
2017-05-16 01:55:05,"[1, 1, 4, 5, 6, 1, 1, 1, 1, 1, 1, 358, 8, 1, 1]"
2017-05-16 01:55:06,"[15, 16, 9]"
2017-05-16 01:55:07,"[1, 10]"
2017-05-16 01:55:08,[1]
2017-05-16 01:55:09,"[17, 1]"
2017-05-16 01:55:10,"[6, 6, 27]"
2017-05-16 01:55:11,"[39, 39]"
2017-05-16 01:55:12,[39]
2017-05-16 01:55:15,"[6, 6, 6]"
2017-05-16 01:55:18,"[1, 1]"
2017-05-16 01:55:19,"[18, 360, 20, 361, 22, 361, 22, 360, 1, 1, 360]"
2017-05-16 01:55:20,"[1, 2, 1]"
2017-05-16 01:55:22,"[1, 1]"
2017-05-16 01:55:23,[1]
2017-05-16 01:55:24,[1]
2017-05-16 01:55:25,"[1, 1]"
2017-05-16 01:55:26,[1]
2017-05-16 01:55:27,[1]
2017-05-16 01:55:28,"[1, 1]"
2017-05-16 01:55:29,[1]
2017-05-16 01:55:30,"[4, 5, 1, 6]"
2017-05-16 01:55:31,"[1, 1, 2]"
2017-05-16 01:55:32,"[2, 3]"
2017-05-16 01:55:33,"[1, 1]"
2017-05-16 01:55:34,"[1, 1]"
2017-05-16 01:55:35,"[4, 5, 6]"
2017-05-16 01:55:36,"[1, 1]"
2017-05-16 01:55:37,[1]
2017-05-16 01:55:38,"[1, 7, 1, 2, 8, 9, 3, 2, 10]"
2017-05-16 01:55:39,"[1, 1]"
2017-05-16 01:55:40,"[4, 5, 6]"
2017-05-16 01:55:45,"[4, 5, 1, 6, 1, 1, 1, 1]"
2017-05-16 01:55:46,"[1, 360, 8, 1, 1]"
2017-05-16 01:55:47,"[15, 16, 9, 1, 10]"
2017-05-16 01:55:48,[1]
2017-05-16 01:55:49,"[17, 1]"
2017-05-16 01:55:50,"[6, 6, 6]"
2017-05-16 01:55:59,"[1, 1, 18, 362, 20, 363, 22, 363, 22, 362, 1, 1]"
2017-05-16 01:56:00,[362]
2017-05-16 01:56:01,"[1, 1, 2]"
2017-05-16 01:56:02,"[1, 1]"
2017-05-16 01:56:04,"[1, 11, 1, 12, 13, 14]"
2017-05-16 01:56:05,"[1, 1]"
2017-05-16 01:56:07,"[1, 1]"
2017-05-16 01:56:08,[1]
2017-05-16 01:56:09,[1]
2017-05-16 01:56:10,"[4, 5, 6, 1, 1]"
2017-05-16 01:56:12,"[1, 1]"
2017-05-16 01:56:13,"[1, 2, 2, 1, 3]"
2017-05-16 01:56:15,"[1, 4, 5, 6, 1]"
2017-05-16 01:56:16,"[1, 1]"
2017-05-16 01:56:18,"[1, 1]"
2017-05-16 01:56:19,[1]
2017-05-16 01:56:20,"[7, 1, 1, 2, 8, 9, 3, 2, 10, 4, 5, 6]"
2017-05-16 01:56:21,"[1, 1]"
2017-05-16 01:56:25,"[4, 5, 6]"
2017-05-16 01:56:26,"[1, 1, 1]"
2017-05-16 01:56:27,"[1, 1, 1, 1, 1, 1, 362, 1]"
2017-05-16 01:56:28,"[8, 1, 15, 16]"
2017-05-16 01:56:29,"[9, 1, 10]"
2017-05-16 01:56:30,"[6, 6, 6, 1]"
2017-05-16 01:56:31,"[17, 1]"
2017-05-16 01:56:41,"[1, 18, 364, 20, 365, 22, 365, 22, 1, 364, 1, 1, 364]"
2017-05-16 01:56:43,"[1, 2, 1]"
2017-05-16 01:56:44,"[1, 1]"
2017-05-16 01:56:46,"[1, 1]"
2017-05-16 01:56:47,"[1, 1]"
2017-05-16 01:56:49,"[1, 1]"
2017-05-16 01:56:50,"[1, 1]"
2017-05-16 01:56:52,"[1, 1]"
2017-05-16 01:56:53,"[1, 1]"
2017-05-16 01:56:55,"[4, 5, 1, 2, 2, 6, 3, 1]"
2017-05-16 01:56:56,"[38, 1]"
2017-05-16 01:56:57,[1]
2017-05-16 01:56:58,"[1, 1]"
2017-05-16 01:57:00,"[1, 4, 5, 1, 6]"
2017-05-16 01:57:01,"[7, 1, 2, 8, 9, 1, 3, 2, 10, 1]"
2017-05-16 01:57:03,"[1, 1]"
2017-05-16 01:57:05,"[4, 5, 6]"
2017-05-16 01:57:06,"[11, 12, 13, 14]"
2017-05-16 01:57:07,[1]
2017-05-16 01:57:08,"[1, 1, 1, 1, 1]"
2017-05-16 01:57:09,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 364, 8]"
2017-05-16 01:57:10,"[1, 1, 15, 16, 9, 4, 5, 6]"
2017-05-16 01:57:11,"[1, 10]"
2017-05-16 01:57:12,[1]
2017-05-16 01:57:13,"[17, 1]"
2017-05-16 01:57:15,"[6, 6, 27]"
2017-05-16 01:57:20,"[6, 6, 6]"
2017-05-16 01:57:22,[1]
2017-05-16 01:57:23,"[1, 18, 366, 20, 367, 22, 367, 22, 366, 1, 1, 366]"
2017-05-16 01:57:24,[1]
2017-05-16 01:57:25,"[2, 1]"
2017-05-16 01:57:26,"[1, 1]"
2017-05-16 01:57:27,[1]
2017-05-16 01:57:28,[1]
2017-05-16 01:57:29,"[1, 1]"
2017-05-16 01:57:30,[1]
2017-05-16 01:57:31,[1]
2017-05-16 01:57:32,"[1, 1]"
2017-05-16 01:57:33,[1]
2017-05-16 01:57:34,[1]
2017-05-16 01:57:35,"[4, 5, 6, 1, 1]"
2017-05-16 01:57:36,"[2, 2, 3]"
2017-05-16 01:57:37,"[1, 1]"
2017-05-16 01:57:38,[1]
2017-05-16 01:57:39,[1]
2017-05-16 01:57:40,"[1, 4, 5, 1, 6]"
2017-05-16 01:57:41,[1]
2017-05-16 01:57:42,"[1, 7, 1, 2, 8, 9, 10]"
2017-05-16 01:57:43,"[2, 1, 1]"
2017-05-16 01:57:45,"[4, 5, 6]"
2017-05-16 01:57:49,"[1, 1, 1, 1, 1, 1, 1, 1, 1]"
2017-05-16 01:57:50,"[366, 1, 8, 1, 4, 5, 6, 15, 16]"
2017-05-16 01:57:51,"[9, 1, 10]"
2017-05-16 01:57:52,[1]
2017-05-16 01:57:53,"[17, 1]"
2017-05-16 01:57:55,"[6, 6, 6]"
2017-05-16 01:58:03,"[1, 1, 1, 18, 368, 20, 369, 22, 369, 22, 368, 1]"
2017-05-16 01:58:04,[368]
2017-05-16 01:58:05,"[1, 1, 2]"
2017-05-16 01:58:06,"[11, 12, 13, 1, 14, 1]"
2017-05-16 01:58:08,"[1, 1]"
2017-05-16 01:58:09,"[1, 1]"
2017-05-16 01:58:11,"[1, 1]"
2017-05-16 01:58:12,"[1, 1]"
2017-05-16 01:58:14,"[1, 1]"
2017-05-16 01:58:15,"[4, 5, 6, 1]"
2017-05-16 01:58:16,[1]
2017-05-16 01:58:17,"[1, 1]"
2017-05-16 01:58:18,"[2, 1, 2]"
2017-05-16 01:58:19,"[3, 1]"
2017-05-16 01:58:20,"[4, 5, 6, 1, 1]"
2017-05-16 01:58:22,"[1, 1]"
2017-05-16 01:58:23,"[1, 1]"
2017-05-16 01:58:25,"[4, 5, 1, 6, 1]"
2017-05-16 01:58:26,"[7, 1, 2, 8, 9, 3, 2, 10, 1]"
2017-05-16 01:58:27,[1]
2017-05-16 01:58:30,"[4, 5, 6]"
2017-05-16 01:58:32,"[1, 1, 1, 1, 1]"
2017-05-16 01:58:33,"[1, 1, 1, 368, 1, 8, 1]"
2017-05-16 01:58:34,"[15, 16, 9, 1]"
2017-05-16 01:58:35,"[10, 4, 5, 6]"
2017-05-16 01:58:36,[1]
2017-05-16 01:58:37,"[17, 1]"
2017-05-16 01:58:40,"[6, 6, 6]"
2017-05-16 01:58:46,"[1, 1, 18, 370, 20, 371, 22, 371, 22, 370, 1]"
2017-05-16 01:58:47,"[1, 370]"
2017-05-16 01:58:48,"[1, 1, 2]"
2017-05-16 01:58:50,"[1, 1]"
2017-05-16 01:58:51,"[1, 1]"
2017-05-16 01:58:53,"[1, 1]"
2017-05-16 01:58:54,"[1, 1]"
2017-05-16 01:58:56,"[1, 1]"
2017-05-16 01:58:57,[1]
